,total_perc_change,new_case_count_sum,religion,civic,charitable,fraternal,union,voteage,local,state,federal,politicalacts,ethnic,ethnichpn,education,incomeequal,employ,genderincome,language,commu,nonelder
"Russell County, Kentucky",-0.224356402,216,0.19606878,0.032599997,0.22714682,0.23605949,0.34074074,0.61013275,0.19307707,0.15843044,0.048814256,0.40493467,0.92244405,0.90078527,0.46945012,0.34703195,0.41291812,0.14898348,0.98535717,0.88893926,0.99812603
"Henry County, Ohio",-0.223881552,291,0.12101866,0.07063332,0.27700832,0.28624535,0.4271605,0.56362396,0.1483438,0.036680833,0.028832348,0.22496371,0.89010555,0.76527214,0.6313646,0.5913242,0.53171855,0.107446015,0.9505388,0.9213392,0.99905604
"Bucks County, Pennsylvania",-0.221529799,14816,0.015993908,0.10866666,0.57479227,0.3197026,0.69876546,0.56505924,0.1375565,0.041239694,0.07689478,0.44992742,0.7684061,0.848968,0.6334012,0.5022831,0.61245674,0.087782204,0.8907114,0.96120584,0.99995685
"Washington County, Ohio",-0.221324508,590,0.13295224,0.081499994,0.44182825,0.37732342,0.41975307,0.64058703,0.1774739,0.07010853,0.124553755,0.36865023,0.91821647,0.96398187,0.6588595,0.46803653,0.46482125,0.08055186,0.98461545,0.8642029,0.99949086
"Benton County, Arkansas",-0.221235597,5843,0.0677622,0.081499994,0.3836565,0.2881041,0.33333334,0.4266756,0.110663265,0.049284708,0.036816955,0.33962265,0.643314,0.4957068,0.63238287,0.47260273,0.59169555,0.038678885,0.846045,0.8946862,0.99989057
"Jasper County, Georgia",-0.220364599,156,0.1179791,0.04346666,0.4265928,0.36802974,0.40493828,0.5280596,0.19372319,0.040092777,0.011889333,0.32946298,0.48238176,0.8698846,0.53360486,0.44292235,0.46251443,0.23749483,0.9564752,0.8010294,0.9982521
"Jackson County, Oregon",-0.219918478,4564,0.040992945,0.10866666,0.39889196,0.20446096,0.44691357,0.5792078,0.127822,0.059902474,0.08142152,0.27576196,0.8039379,0.6386553,0.68533605,0.46347034,0.46251443,0.04918164,0.9090692,0.8754545,0.9998404
"Garrard County, Kentucky",-0.219731599,211,0.11768576,0.02173333,0.3462604,0.31040892,0.37037036,0.5978088,0.18557331,0.10960033,0.09746825,0.24963716,0.8898151,0.91473615,0.39307535,0.47260273,0.43483275,0.0820536,0.9768548,0.8682588,0.99844074
"Jefferson County, Washington",-0.219154756,182,0.07315541,0.09236666,0.36426592,0.30483273,0.491358,0.73154306,0.20396225,0.1141628,0.13654634,0.40058056,0.7854616,0.87728214,0.6089613,0.4543379,0.39100346,0.07677001,0.9431948,0.9605286,0.99839973
"Pulaski County, Indiana",-0.218770885,169,0.18396515,0.06519999,0.25207755,0.20446096,0.20493828,0.5791977,0.23313612,0.12410256,0.03339446,0.22206096,0.93364775,0.92016566,0.48472506,0.5684931,0.48673585,0.3874287,0.9837701,0.87982744,0.99787724
"Indiana County, Pennsylvania",-0.21849065,1345,0.14695972,0.09779999,0.40027702,0.2843866,0.36790124,0.66500026,0.11826424,0.15073612,0.05419714,0.55007255,0.87822366,0.9589627,0.64154786,0.47488582,0.46251443,0.13189471,0.9518302,0.8883562,0.9996779
"Preble County, Ohio",-0.216451511,447,0.107262895,0.09236666,0.2437673,0.08921933,0.2271605,0.5852815,0.19807701,0.05514996,0.064507686,0.3018868,0.9497157,0.9738219,0.63034624,0.56392694,0.54786617,0.09899461,0.97977316,0.93659854,0.99932414
"McLean County, Illinois",-0.216316863,4228,0.048208307,0.10866666,0.45290858,0.2936803,0.3728395,0.56407577,0.13771161,0.14305173,0.041435502,0.18142235,0.6462122,0.8433174,0.74338084,0.49086756,0.62283736,0.08857679,0.91951805,0.8701504,0.9998827
"Ford County, Kansas",-0.215436937,320,0.06751729,0.06519999,0.57756233,0.34758365,0.4148148,0.18961915,0.18542454,0.07606154,0.028705604,0.4310595,0.696369,0.000732958,0.5305499,0.54109585,0.68281436,0.059960723,0.5450529,0.8308035,0.99942744
"St. Clair County, Alabama",-0.210215708,1855,0.10529734,0.05976666,0.34764543,0.38289964,0.44938272,0.58169913,0.11835593,0.08297017,0.09183678,0.2670537,0.7445136,0.9228934,0.57230145,0.5251142,0.4936563,0.26710385,0.97079974,0.88908154,0.99969476
"Miller County, Missouri",-0.20817151,767,0.13628174,0.07606666,0.22714682,0.27509293,0.3160494,0.5706031,0.14603037,0.1780607,0.054233935,0.32510886,0.9252907,0.94482625,0.5743381,0.55479455,0.5224914,0.034433067,0.97385126,0.9052784,0.9988365
"Marshall County, Tennessee",-0.207363302,616,0.1765153,0.048899993,0.23822714,0.3141264,0.32839507,0.5506715,0.18850663,0.07439199,0.057037044,0.2191582,0.73932564,0.8313397,0.6364562,0.5273973,0.47404847,0.07319409,0.95154303,0.90404767,0.99914914
"Canyon County, Idaho",-0.206266869,3692,0.049122754,0.081499994,0.29639888,0.24349442,0.3308642,0.37697697,0.15518689,0.08017318,0.0705,0.28156748,0.776222,0.2933426,0.6201629,0.55707765,0.4982699,0.11129528,0.80267245,0.84716904,0.99989074
"Blount County, Tennessee",-0.206032118,2291,0.080970466,0.09779999,0.35180056,0.36245352,0.4074074,0.60093343,0.16034512,0.06709407,0.10344431,0.27576196,0.82365906,0.900509,0.65173113,0.4931507,0.5144175,0.07084417,0.95753783,0.91197824,0.99975383
"Greene County, New York",-0.204055353,714,0.077339575,0.08693332,0.5041551,0.31598514,0.46666667,0.64523274,0.2360667,0.19306718,0.06805257,0.55007255,0.7741308,0.80857956,0.40936863,0.48858446,0.449827,0.12087011,0.93107647,0.92005855,0.99936324
"Greenville County, South Carolina",-0.202610242,12171,0.07227013,0.10866666,0.34487534,0.2788104,0.37037036,0.511341,0.11756656,0.06379914,0.04038879,0.2539913,0.5020214,0.7258359,0.5947047,0.3995434,0.5351788,0.07631433,0.88233554,0.8679628,0.99994457
"St. Francis County, Arkansas",-0.201390653,477,0.17032614,0.032599997,0.17451523,0.15799257,0.29876542,0.5833868,0.20212388,0.29639578,0.1338781,0.22786647,0.31503922,0.83966225,0.5478615,0.38812786,0.23529412,0.018468618,0.95588523,0.68121,0.99916875
"Carson City, Nevada",-0.201299921,854,0.022883981,0.09236666,0.40304708,0.28624535,0.29382715,0.53110313,0.16560535,0.30815977,0.09451987,0.3962264,0.64496195,0.35714418,0.6934827,0.46347034,0.4359862,0.026335716,0.81575733,0.94819456,0.999459
"Osage County, Oklahoma",-0.200542965,588,0.09372611,0.05976666,0.2465374,0.13197026,0.23950617,0.5835671,0.20074081,0.10574267,0.20905328,0.3222061,0.29852462,0.88461673,0.52240324,0.46803653,0.5121107,0.12129462,0.9663495,0.87851536,0.9993913
"Leelanau County, Michigan",-0.200498124,346,0.064597815,0.07063332,0.61357343,0.42007434,0.40246913,0.6460743,0.16343677,0.07565351,0.0752012,0.2743106,0.8325182,0.85764754,0.6568228,0.44292235,0.467128,0.025261939,0.9437837,0.89273083,0.99809504
"Plumas County, California",-0.198788061,156,0.120549984,0.08693332,0.53739613,0.30111524,0.7234568,0.6496817,0.2286835,0.11377178,0.14567049,0.33671987,0.79402095,0.7119343,0.6405295,0.4543379,0.4209919,0.082609594,0.92056435,0.9375334,0.998142
"Newton County, Georgia",-0.197183331,2096,0.046222284,0.06519999,0.27839336,0.232342,0.34814814,0.47172785,0.21944354,0.09411382,0.068744265,0.22496371,0.30113065,0.83199435,0.6252546,0.5707762,0.4971165,0.11967021,0.93470174,0.9060281,0.99980515
"Colfax County, New Mexico",-0.194558608,111,0.16782242,0.081499994,0.3601108,0.267658,0.2888889,0.61357296,0.18253116,0.27675396,0.04447064,0.27866474,0.62740386,0.006087959,0.44602853,0.5091324,0.47866204,0.19688648,0.7821016,0.90918165,0.99748725
"Cowlitz County, Washington",-0.193819185,2954,0.05445883,0.09779999,0.38781163,0.33828998,0.44938272,0.545304,0.17110099,0.10199706,0.067038834,0.36574745,0.7837633,0.7318758,0.67107946,0.51369864,0.41291812,0.10652089,0.918814,0.9314612,0.99972165
"Holt County, Nebraska",-0.193635246,117,0.2166834,0.02173333,0.3628809,0.13568774,0.6296296,0.5929947,0.13454793,0.042786617,0.051029854,0.425254,0.9298213,0.91303766,0.6384929,0.5456621,0.67012686,0.070216775,0.9758917,0.9016515,0.9966192
"Adams County, Illinois",-0.191934425,2022,0.090341955,0.09236666,0.3836565,0.36245352,0.41234568,0.6042059,0.1411885,0.07138521,0.036543664,0.28882438,0.84544563,0.95032674,0.700611,0.43835616,0.5801615,0.067775846,0.9746723,0.9294237,0.99953276
"Oconee County, South Carolina",-0.191754003,1704,0.14216842,0.081499994,0.39473686,0.30669144,0.39012346,0.6117843,0.17329614,0.14680041,0.04339258,0.32656023,0.7435266,0.84043443,0.6201629,0.39041096,0.4106113,0.103807986,0.95283484,0.9154276,0.9995224
"Colleton County, South Carolina",-0.191607323,643,0.21773002,0.05976666,0.1731302,0.19702603,0.2617284,0.55113935,0.21772437,0.1211228,0.075854264,0.18287373,0.34305876,0.89545095,0.42464358,0.44520545,0.34832755,0.117550254,0.9669528,0.8234023,0.9992567
"Defiance County, Ohio",-0.190120403,684,0.10923001,0.07606666,0.29085872,0.37174723,0.38271606,0.5803197,0.16899131,0.03947816,0.035052065,0.21625544,0.8358269,0.69069266,0.60488796,0.55479455,0.48904267,0.06926048,0.9553368,0.91650593,0.99929714
"Marion County, Tennessee",-0.189624591,493,0.16525707,0.04346666,0.16343491,0.19702603,0.4271605,0.62285316,0.16206016,0.07273674,0.12008078,0.20029028,0.85315317,0.95125425,0.5376782,0.43378997,0.4140715,0.23888671,0.9755089,0.89815766,0.9989348
"Sagadahoc County, Maine",-0.187575809,573,0.055156708,0.05976666,0.47922438,0.24535316,0.36296296,0.63096017,0.14913252,0.061244436,0.12684968,0.30333817,0.90149367,0.9425662,0.62321794,0.5776256,0.60438293,0.15420884,0.95428854,0.88925034,0.99917597
"Thomas County, Georgia",-0.186647802,903,0.14914402,0.081499994,0.57479227,0.16171004,0.76790124,0.5541477,0.2407789,0.1687065,0.058124196,0.082728595,0.33892602,0.8925489,0.52851325,0.28995436,0.37139562,0.02381432,0.9669295,0.6923243,0.9993845
"Jo Daviess County, Illinois",-0.185397103,213,0.11901124,0.07606666,0.17036012,0.20260224,0.37530863,0.628916,0.16241816,0.05455009,0.030149814,0.16110305,0.9094623,0.89719087,0.7321792,0.54109585,0.6009227,0.05492431,0.9503591,0.9364172,0.99827886
"Herkimer County, New York",-0.18358189,656,0.06663085,0.09779999,0.41551247,0.38475835,0.31111112,0.60662895,0.22985302,0.11957074,0.06492074,0.35413644,0.91846013,0.93770486,0.6221996,0.53424656,0.5190311,0.15402806,0.93907857,0.93692297,0.9995173
"East Baton Rouge Parish, Louisiana",-0.182673643,13230,0.042544898,0.10866666,0.4196676,0.23791821,0.37777779,0.55984443,0.14510587,0.22066976,0.07590413,0.48040637,0.2846269,0.87259495,0.69450104,0.3538813,0.56632066,0.04200691,0.9184605,0.8697278,0.99995106
"Snyder County, Pennsylvania",-0.182248926,552,0.13472655,0.048899993,0.41828254,0.23048328,0.51358026,0.6119087,0.10028192,0.15991157,0.08247434,0.4571843,0.9233116,0.940703,0.5845214,0.53424656,0.55824685,0.09275031,0.9327105,0.91473156,0.9993021
"Burke County, North Carolina",-0.181248616,1262,0.13326986,0.07063332,0.24930748,0.27695167,0.30123457,0.57338804,0.17257148,0.21797973,0.03703152,0.2119013,0.65399784,0.8138146,0.4541751,0.48173517,0.42675892,0.029381216,0.9183992,0.8869467,0.9996753
"Henderson County, Texas",-0.181076754,880,0.11779714,0.07606666,0.4168975,0.33643124,0.43950617,0.5575299,0.16567975,0.09445211,0.06017616,0.37155297,0.6986489,0.63514113,0.58350307,0.42237443,0.43252593,0.052397907,0.9035139,0.88112444,0.9995545
"Perry County, Indiana",-0.178830741,201,0.09529399,0.03803333,0.333795,0.3550186,0.39753085,0.6374985,0.12104637,0.09233998,0.044159323,0.16110305,0.8975618,0.9649024,0.5509165,0.55251145,0.4948097,0.034775674,0.98181957,0.86152107,0.998527
"Glynn County, Georgia",-0.178203051,1698,0.08615177,0.09236666,0.47368422,0.366171,0.20246914,0.5454243,0.17706713,0.09739916,0.20805222,0.37590712,0.4107254,0.77766407,0.5651731,0.39497715,0.53056514,0.04437697,0.9168173,0.8589157,0.9996318
"Grayson County, Texas",-0.177824087,1178,0.11158336,0.10323332,0.1398892,0.18587361,0.491358,0.53378123,0.16182245,0.09016092,0.054197557,0.13642961,0.63009673,0.6246741,0.6639511,0.5045662,0.5190311,0.030008376,0.8971035,0.8687467,0.99976
"Windham County, Connecticut",-0.177434398,1717,0.03737773,0.09236666,0.13573407,0.09293681,0.18765432,0.58378553,0.19530767,0.15065964,0.036002327,0.10449927,0.7618013,0.67191803,0.6476579,0.55936074,0.5547866,0.06444031,0.87573445,0.9488676,0.9997978
"Fayette County, Kentucky",-0.176449052,4963,0.03581998,0.10866666,0.26731303,0.31040892,0.39259258,0.5533686,0.12147336,0.21182244,0.08152993,0.21625544,0.49928135,0.76730007,0.71283096,0.37442923,0.61245674,0.016129911,0.8895774,0.8714232,0.99992967
"Somerset County, Pennsylvania",-0.175214575,1370,0.16763605,0.07606666,0.50277007,0.2881041,0.5382716,0.6665266,0.15656044,0.09876111,0.06554747,0.10449927,0.9163599,0.96040946,0.5549898,0.51598173,0.4636678,0.10844016,0.96264744,0.9166609,0.99957156
"Anson County, North Carolina",-0.17479438,362,0.2429676,0.05433333,0.16897507,0.14869888,0.25925925,0.5905603,0.14488648,0.17613865,0.05463694,0.1712627,0.2932793,0.94637984,0.50610995,0.46347034,0.3125721,0.03774327,0.9712491,0.89482343,0.99898374
"Caledonia County, Vermont",-0.173683853,584,0.11584786,0.09779999,0.43767312,0.3345725,0.3802469,0.6186892,0.1903503,0.10710158,0.06655909,0.33236575,0.9159253,0.9590366,0.691446,0.47031963,0.57208765,0.061748147,0.9685083,0.89379126,0.99906224
"Zapata County, Texas",-0.173263622,77,0.05891588,0.02173333,0.3566429,0.2664398,0.4020162,0.18899874,0.25685492,0.23368421,0.07638041,0.3090485,0.6909059,0.7020782,0.30448067,0.29908675,0.42445216,0.086536705,0.08654794,0.58184046,0.99848235
"Sullivan County, New Hampshire",-0.172290117,553,0.04873059,0.06519999,0.54293627,0.31040892,0.4,0.6267869,0.22474661,0.045310535,0.041874368,0.2670537,0.92446077,0.95362425,0.62321794,0.543379,0.6343714,0.082286716,0.9702873,0.9251536,0.99927914
"Jackson County, North Carolina",-0.172103847,456,0.15251751,0.081499994,0.23407203,0.26208177,0.31851852,0.65206236,0.15582077,0.31551793,0.04047036,0.18432511,0.63118017,0.8269359,0.70672095,0.43607306,0.48442906,0.02785343,0.9128133,0.8022541,0.9993222
"Nacogdoches County, Texas",-0.171922273,1221,0.10887135,0.06519999,0.29916897,0.19702603,0.2888889,0.5107045,0.15012436,0.20628634,0.061448365,0.33962265,0.49319696,0.4516735,0.700611,0.36529678,0.4971165,0.05439812,0.8415915,0.83361244,0.99964476
"Lawrence County, Tennessee",-0.171355945,788,0.20184462,0.03803333,0.19944598,0.2843866,0.38518518,0.56182843,0.18582958,0.09547138,0.08432064,0.15529753,0.8928329,0.9342244,0.5651731,0.47260273,0.4359862,0.14689583,0.963362,0.8576823,0.99926835
"Putnam County, New York",-0.171096637,2036,0.010206712,0.09779999,0.2825485,0.26022306,0.33827162,0.5271145,0.3115684,0.060735323,0.0516684,0.32510886,0.73880506,0.61707914,0.6537678,0.543379,0.5928489,0.046547353,0.8344227,0.96998656,0.9997678
"Robertson County, Tennessee",-0.170747838,1219,0.1073976,0.081499994,0.17867036,0.16356878,0.21234567,0.51850235,0.1729297,0.052414972,0.08453419,0.3018868,0.75230753,0.78867793,0.59979635,0.56392694,0.561707,0.07766014,0.9406225,0.88768035,0.9996535
"Iroquois County, Illinois",-0.170028692,553,0.15798399,0.07606666,0.12603877,0.1802974,0.39012346,0.5752676,0.1545745,0.06128017,0.05215448,0.13062409,0.90119183,0.80395275,0.67209774,0.56621003,0.5397924,0.078648746,0.93271804,0.89727455,0.9988855
"Medina County, Texas",-0.169542494,965,0.06084931,0.05433333,0.26869807,0.2732342,0.34320986,0.5109623,0.20545423,0.15022811,0.15655665,0.33817127,0.69150484,0.000599444,0.58350307,0.5091324,0.4463668,0.0788759,0.6224717,0.8470106,0.9994629
"Mohave County, Arizona",-0.168374471,4303,0.020724297,0.06519999,0.48060942,0.4330855,0.2962963,0.5927887,0.18744297,0.0616005,0.07139372,0.30333817,0.7568749,0.5073936,0.592668,0.48401827,0.34832755,0.057706356,0.8883414,0.9003737,0.9997954
"Meigs County, Ohio",-0.167919652,184,0.2020323,0.048899993,0.13296399,0.18773234,0.38271606,0.61641604,0.1857371,0.15332505,0.08147533,0.13642961,0.9410524,0.9774636,0.5295316,0.5068493,0.3125721,0.08801395,0.99121726,0.82569796,0.9987854
"Manassas city, Virginia",-0.167608449,307,0.047487773,0.09779999,0.42520776,0.17657992,0.4962963,0.23822615,0.18236992,0.019879043,0.30632898,0.46589258,0.3309031,0.16595775,0.58655804,0.586758,0.6747405,0.001255095,0.6446007,0.9188173,0.99960566
"Laurel County, Kentucky",-0.16670278,2370,0.08599837,0.06519999,0.16897507,0.21933086,0.25925925,0.57805425,0.15659569,0.13624024,0.106030695,0.20029028,0.92939794,0.9514927,0.56313646,0.39726025,0.43367937,0.07471138,0.9840149,0.8455773,0.99957895
"Chatham County, North Carolina",-0.166272754,843,0.11806758,0.09236666,0.5401662,0.38475835,0.4962963,0.51673865,0.11323436,0.2400111,0.064438485,0.44847605,0.50031006,0.5652009,0.48472506,0.42465752,0.5340254,0.044694126,0.86615777,0.96284026,0.9994567
"Gilmer County, Georgia",-0.16617438,353,0.09456519,0.07063332,0.12603877,0.12825279,0.31358024,0.5560464,0.15803649,0.04928432,0.07165766,0.18287373,0.81396776,0.66387963,0.48472506,0.44520545,0.47058827,0.110055685,0.9183133,0.9083815,0.9988698
"Butler County, Kansas",-0.165654144,786,0.06798064,0.07063332,0.38227147,0.34200743,0.454321,0.5355386,0.1588372,0.09699977,0.07978661,0.33236575,0.833109,0.8580791,0.7240326,0.51826483,0.5893887,0.15806359,0.96462756,0.90610623,0.999633
"Fayette County, West Virginia",-0.165420329,955,0.18720718,0.07063332,0.15096954,0.15241636,0.44938272,0.64745593,0.13407958,0.16884936,0.086697906,0.14513788,0.8340903,0.963153,0.5509165,0.48858446,0.34371397,0.001642466,0.9855398,0.8834086,0.99931514
"White Pine County, Nevada",-0.165119226,121,0.08709604,0.03803333,0.27700832,0.39962825,0.42469135,0.62363243,0.26367006,0.29112083,0.0744761,0.20464441,0.65714914,0.5710183,0.6639511,0.5707762,0.48442906,0.18975466,0.9366264,0.90984386,0.9968203
"Bradford County, Pennsylvania",-0.164654018,1666,0.121338025,0.07063332,0.23268698,0.302974,0.49876544,0.6060487,0.14266273,0.05952942,0.06359828,0.18577649,0.9376635,0.9561433,0.5203666,0.5114155,0.5028835,0.12130827,0.97359216,0.9434358,0.99948937
"Gloucester County, Virginia",-0.164499993,522,0.06351603,0.07606666,0.40304708,0.29182157,0.3654321,0.61679447,0.2602867,0.07708182,0.23415665,0.40783745,0.70114934,0.89755034,0.63441956,0.6027397,0.59169555,0.113900125,0.9737778,0.9626202,0.9992528
"Whatcom County, Washington",-0.163758908,3411,0.03733109,0.10323332,0.58310246,0.13754646,0.75555557,0.56166923,0.15599668,0.12870273,0.08153767,0.3701016,0.6980849,0.72719926,0.74338084,0.47260273,0.527105,0.06928718,0.88112605,0.942173,0.9998715
"Shelby County, Indiana",-0.162875325,588,0.07899669,0.07606666,0.42797783,0.28624535,0.41975307,0.56081086,0.12456049,0.04495736,0.05155461,0.24092889,0.8669423,0.8702306,0.5274949,0.47716898,0.56632066,0.1540882,0.95363545,0.9195259,0.9994248
"Rockbridge County, Virginia",-0.161729884,192,0.12149673,0.06519999,0.34903046,0.23605949,0.491358,0.64654166,0.19458742,0.17083837,0.05601752,0.20319304,0.9158694,0.9938879,0.691446,0.5,0.55709344,0.03140074,0.9798263,0.922884,0.99838704
"Anchorage Municipality, Alaska",-0.161582662,6439,0.0518708,0.10866666,0.47229916,0.22304833,0.46666667,0.5044947,0.12621705,0.14472736,0.3386664,0.47605225,0.31983858,0.72653615,0.73625255,0.5228311,0.60553634,0.027430654,0.82984227,0.9461575,0.9999451
"Marion County, West Virginia",-0.160822625,1034,0.15369824,0.08693332,0.31163436,0.28624535,0.29382715,0.6597437,0.15223253,0.12088131,0.17870237,0.4716981,0.8677412,0.9604389,0.67617106,0.47488582,0.4913495,0.11292952,0.9769103,0.89900404,0.999449
"Otsego County, Michigan",-0.159716467,1082,0.057988,0.05976666,0.44875348,0.32342008,0.48641977,0.5996073,0.11223034,0.08533185,0.07411952,0.40928882,0.9235405,0.9518318,0.64460284,0.51598173,0.4475202,0.012740731,0.9784688,0.9428427,0.9987466
"Carbon County, Utah",-0.157932369,384,0.15545236,0.048899993,0.25761774,0.23791821,0.26666668,0.52129453,0.16456209,0.19553328,0.067689896,0.24238026,0.777946,0.58299947,0.7953157,0.5022831,0.49019605,0.031093359,0.9146726,0.8540632,0.99874187
"Isabella County, Michigan",-0.157176331,2299,0.04291716,0.09779999,0.36565098,0.37174723,0.47160494,0.67317003,0.1520239,0.24885966,0.054681018,0.37590712,0.74237514,0.87768316,0.790224,0.38356167,0.4209919,0.004823446,0.942906,0.8567963,0.999742
"Dougherty County, Georgia",-0.157125172,1141,0.07396702,0.081499994,0.28393352,0.23977695,0.30123457,0.54484385,0.19517402,0.16087346,0.23417345,0.44992742,0.38732207,0.91463625,0.62729126,0.32876712,0.37024224,0.016024113,0.9619904,0.75491107,0.99975824
"Whitfield County, Georgia",-0.157011103,1496,0.069382474,0.07606666,0.47368422,0.22118959,0.28395063,0.30315265,0.14192578,0.04913664,0.032055125,0.8679245,0.5451022,0.14522284,0.39511204,0.4497717,0.527105,0.16536021,0.68903404,0.8072954,0.99980146
"Rush County, Indiana",-0.156937562,142,0.16866842,0.048899993,0.2437673,0.26022306,0.3654321,0.57576054,0.15527175,0.06507917,0.055173263,0.27285922,0.92993194,0.96233773,0.50509167,0.6004566,0.5040369,0.1191138,0.9675208,0.89606255,0.99832606
"Leavenworth County, Kansas",-0.15553798,1250,0.048822846,0.07063332,0.41135734,0.3513011,0.43703705,0.5523015,0.18247485,0.09116048,0.47534478,0.33671987,0.6132014,0.79470724,0.65784115,0.56621003,0.48558247,0.08837676,0.9338207,0.9103476,0.9997104
"Smith County, Texas",-0.155248892,3753,0.100608096,0.10866666,0.43905818,0.27695167,0.5037037,0.47021756,0.111867644,0.095816694,0.05695678,0.31930333,0.4448195,0.45746267,0.64460284,0.37899542,0.5420992,0.030855834,0.8405241,0.9091738,0.99987227
"Caddo Parish, Louisiana",-0.154233776,5482,0.060878593,0.10323332,0.35872576,0.26579925,0.31111112,0.5719444,0.17255005,0.13845716,0.09172163,0.35849056,0.29556447,0.9117619,0.5529532,0.32648402,0.46482125,0.028973877,0.959258,0.88981223,0.9999
"Seneca County, Ohio",-0.153547048,599,0.078630105,0.07606666,0.1869806,0.22118959,0.30123457,0.59182274,0.163039,0.06872776,0.02881982,0.12626995,0.8615304,0.83712006,0.6771894,0.5684931,0.5224914,0.1591503,0.9689145,0.9231919,0.9995256
"Anderson County, South Carolina",-0.15336979,3234,0.10264575,0.08693332,0.27423823,0.2936803,0.31358024,0.57368207,0.10884198,0.1255199,0.040539607,0.26995647,0.5786207,0.89606273,0.56619143,0.4474886,0.47520185,0.066339016,0.9595523,0.86066186,0.9998458
"Northumberland County, Virginia",-0.153314312,88,0.17272872,0.048899993,0.4598338,0.25464684,0.40493828,0.7040554,0.117642,0.07321493,0.08020021,0.287373,0.4548691,0.96488416,0.6843177,0.5273973,0.5040369,0.09172487,0.9761449,0.98619294,0.9957265
"Lane County, Oregon",-0.15201084,5106,0.04435013,0.10866666,0.46398893,0.30111524,0.41234568,0.6101428,0.17372228,0.12660147,0.057098534,0.27866474,0.7373698,0.74031246,0.77698576,0.43607306,0.48096886,0.022382796,0.8953482,0.924368,0.9999196
"Bartow County, Georgia",-0.151705052,2204,0.058575258,0.07063332,0.22714682,0.23977695,0.32098764,0.49653965,0.22058052,0.063861,0.06634764,0.23512337,0.5903009,0.7345451,0.49083507,0.4931507,0.5363322,0.21224368,0.9254957,0.8936687,0.9997879
"Kane County, Illinois",-0.151469879,9005,0.016180329,0.10866666,0.51800555,0.42379183,0.36296296,0.33115876,0.13923694,0.038393084,0.050930347,0.40058056,0.45144022,0.17093378,0.58350307,0.5114155,0.6032295,0.10091454,0.68614733,0.9385137,0.9999638
"Tehama County, California",-0.151298902,1332,0.03922275,0.09236666,0.5955679,0.37732342,0.48395061,0.46905237,0.20736226,0.09975732,0.07446478,0.19448476,0.62290496,0.34100264,0.69246435,0.43835616,0.35409456,0.05399996,0.7955649,0.93363184,0.99953437
"Cabell County, West Virginia",-0.150755493,1271,0.088894024,0.09779999,0.35180056,0.26208177,0.3506173,0.65579814,0.13216822,0.13842641,0.10791267,0.3918723,0.8039324,0.9555335,0.6659878,0.37442923,0.47404847,0.01752448,0.97408265,0.83156675,0.9996879
"Atlantic County, New Jersey",-0.150324907,6253,0.03155655,0.10866666,0.42797783,0.2788104,0.5185185,0.49142417,0.1968257,0.08415792,0.07307688,0.40638608,0.302719,0.46387327,0.67922604,0.456621,0.52479815,0.11838186,0.7531273,0.85230887,0.9999033
"Middlesex County, New Jersey",-0.14968411,18191,0.007867099,0.10866666,0.4972299,0.22304833,0.6962963,0.39412588,0.15951844,0.08984539,0.069984324,0.47605225,0.26787436,0.4205984,0.6456212,0.543379,0.57093424,0.12213498,0.5889725,0.92078805,0.99997145
"Humboldt County, Nevada",-0.148991675,207,0.06763528,0.03803333,0.15512465,0.13197026,0.22962964,0.4366354,0.2078019,0.05615724,0.07836245,0.21044993,0.6424799,0.29183942,0.5712831,0.55707765,0.5420992,0.05179864,0.7978117,0.89507276,0.9987337
"Colusa County, California",-0.148782533,255,0.06931978,0.048899993,0.33102494,0.17100371,0.3506173,0.24581388,0.1974217,0.06973207,0.08676277,0.26995647,0.35618496,0.002734006,0.5020367,0.4931507,0.4059977,0.007338584,0.5238718,0.9509816,0.99894655
"Mayes County, Oklahoma",-0.148485164,680,0.17849334,0.07606666,0.25900277,0.31040892,0.43950617,0.5645204,0.14933604,0.16896671,0.07004683,0.29753265,0.38720745,0.89295006,0.5437882,0.5456621,0.46597463,0.21335775,0.96101695,0.8790462,0.9992894
"Uintah County, Utah",-0.148193955,983,0.116521105,0.03803333,0.333795,0.2732342,0.33333334,0.41720778,0.23934512,0.104463845,0.12194659,0.14949201,0.65408385,0.7614446,0.5804481,0.56164384,0.6239908,0.20897418,0.9359176,0.92966044,0.9994306
"Frio County, Texas",-0.148045505,554,0.072269246,0.032599997,0.52770084,0.2527881,0.51358026,0.47117442,0.29484513,0.19850309,0.18941942,0.3497823,0.6554487,0.27291203,0.5315682,0.47716898,0.36332178,0.19934624,0.3310595,0.7669531,0.99875766
"Newport County, Rhode Island",-0.147800842,1792,0.026454225,0.10323332,0.6565097,0.3401487,0.58271605,0.63018733,0.14779736,0.057035502,0.31449163,0.425254,0.792476,0.8445054,0.6588595,0.44520545,0.57324106,0.13245767,0.91378874,0.9316013,0.99962866
"Pulaski County, Missouri",-0.147785426,930,0.09359596,0.07063332,0.11357341,0.1394052,0.5037037,0.56602967,0.178354,0.08349246,0.9910126,0.26415095,0.49412453,0.6861773,0.7790224,0.5913242,0.2848904,0.29729158,0.8652413,0.86477065,0.9996965
