,total_perc_change,new_case_count_sum,religion,civic,charitable,fraternal,union,voteage,local,state,federal,politicalacts,ethnic,ethnichpn,education,incomeequal,employ,genderincome,language,commu,nonelder
"Sevier County, Tennessee",-0.46147676,1982,0.0900531,0.07606666,0.3102493,0.15055762,0.29382715,0.5735,0.18688872,0.05008699,0.07054907,0.36574745,0.892502,0.8290074,0.59063137,0.48401827,0.56401384,0.056182146,0.9435192,0.91577446,0.9996749
"Portage County, Wisconsin",-0.457054338,554,0.047431964,0.09779999,0.333795,0.28996283,0.43703705,0.6254554,0.1391456,0.12474241,0.04206527,0.29608127,0.85927635,0.90183914,0.74949086,0.51826483,0.6078431,0.05036372,0.9336743,0.9142537,0.9996611
"Montrose County, Colorado",-0.456712882,785,0.07487966,0.07606666,0.36980608,0.2843866,0.37530863,0.49911147,0.1685859,0.06509576,0.10338287,0.37155297,0.77775604,0.39466232,0.6089613,0.520548,0.5294118,0.27010107,0.85785764,0.93654877,0.9991847
"Hertford County, North Carolina",-0.453971367,176,0.115909554,0.05433333,0.5872576,0.15055762,0.7580247,0.5623328,0.20067754,0.206866,0.07858984,0.37300435,0.31797856,0.89854586,0.4725051,0.39269406,0.3252595,0.001223087,0.9536705,0.91820383,0.9988332
"Calloway County, Kentucky",-0.448643072,458,0.1438965,0.07063332,0.37811634,0.24907063,0.33333334,0.66241926,0.13562085,0.25497288,0.047087472,0.56458634,0.80262935,0.9111073,0.73625255,0.43378997,0.5005767,0.000283122,0.9438702,0.8535573,0.9992373
"Isanti County, Minnesota",-0.448471206,1359,0.035808425,0.07063332,0.54155123,0.36802974,0.36296296,0.5512139,0.14497171,0.073465906,0.054839127,0.5515239,0.9038322,0.9360903,0.66700613,0.63013697,0.5928489,0.120278955,0.9686598,0.9563427,0.999412
"Daviess County, Kentucky",-0.445779323,1993,0.08314223,0.081499994,0.33795014,0.36245352,0.4074074,0.5780618,0.15822308,0.08875334,0.04939192,0.2946299,0.797791,0.90856266,0.65784115,0.47260273,0.51557094,0.0989331,0.9707104,0.89224696,0.9997103
"Houston County, Alabama",-0.44293859,2287,0.12192956,0.081499994,0.367036,0.2881041,0.36049384,0.5669344,0.15615766,0.059217725,0.092783876,0.3555878,0.42519718,0.89743125,0.5845214,0.4086758,0.5132641,0.07342172,0.9574589,0.8297209,0.99973756
"Marshall County, Minnesota",-0.440694474,103,0.37545228,0.03803333,0.5041551,0.20446096,0.6148148,0.5942731,0.18454045,0.0673838,0.09872144,0.20174165,0.9251331,0.8724104,0.6221996,0.5981735,0.61937714,0.065859616,0.910794,0.9208525,0.99647325
"Adams County, Nebraska",-0.439442667,458,0.07762391,0.06519999,0.4072022,0.3345725,0.44938272,0.5524835,0.14026096,0.07352298,0.055335384,0.30769232,0.8643954,0.7320836,0.7311609,0.46803653,0.6262976,0.07945043,0.9258088,0.8536458,0.9991035
"Howard County, Texas",-0.438114138,306,0.10845129,0.07606666,0.1966759,0.25092936,0.39012346,0.39743105,0.18579999,0.18620239,0.26657477,0.1640058,0.3481574,0.060843408,0.5162933,0.47488582,0.36447522,0.019094229,0.68564916,0.86347544,0.99927783
"Platte County, Missouri",-0.436536462,860,0.031429745,0.09236666,0.5069252,0.30855018,0.41975307,0.54543096,0.13408162,0.057862125,0.17680487,0.22496371,0.71366155,0.8201276,0.7413442,0.54109585,0.66320646,0.06629646,0.93283236,0.9435989,0.99974495
"Hancock County, Indiana",-0.43576234,1396,0.054818265,0.06519999,0.16759002,0.2881041,0.33827162,0.55348855,0.16312756,0.047157485,0.10648342,0.15965167,0.8828252,0.93248487,0.6405295,0.5684931,0.5940023,0.1651367,0.97270805,0.92637485,0.9996421
"Montgomery County, Tennessee",-0.432616583,4510,0.057637416,0.06519999,0.32825485,0.26208177,0.2962963,0.48967656,0.17398709,0.08028803,0.41746908,0.35413644,0.4281385,0.72271204,0.7647658,0.54109585,0.46482125,0.10836685,0.91266453,0.91806495,0.9999022
"Jackson County, West Virginia",-0.428091705,641,0.12594345,0.05433333,0.15235457,0.20817845,0.38518518,0.61695683,0.20467411,0.10860034,0.14589462,0.1509434,0.9614234,0.9777078,0.64154786,0.5045662,0.4209919,0.14585972,0.99218863,0.85986376,0.9989183
"Monroe County, Wisconsin",-0.422235065,397,0.093259186,0.07063332,0.32409972,0.32899627,0.45185184,0.53704745,0.15023546,0.06083403,0.3749165,0.14223513,0.8761613,0.86691535,0.5743381,0.5502283,0.61361015,0.012991309,0.9154196,0.87563866,0.9994069
"Lee County, North Carolina",-0.419100743,1058,0.12999241,0.05976666,0.2825485,0.29739776,0.3580247,0.42698234,0.16915248,0.092506275,0.08068762,0.22206096,0.32021576,0.42779267,0.46435845,0.51598173,0.4982699,0.094190836,0.8203798,0.9096318,0.9995447
"Crook County, Oregon",-0.409269244,673,0.053856485,0.07063332,0.38504156,0.32527882,0.3580247,0.6010638,0.173465,0.063337654,0.07756594,0.3222061,0.863889,0.7431293,0.5916497,0.60730594,0.43829295,0.027318478,0.9390983,0.95616,0.9983407
"Washington County, Maine",-0.409239914,230,0.17362459,0.07063332,0.24099723,0.24907063,0.21975309,0.6424373,0.2530793,0.10816998,0.11409041,0.28301886,0.81535774,0.94398147,0.607943,0.5045662,0.4059977,0.08217436,0.94998676,0.9015984,0.9989232
"Montour County, Pennsylvania",-0.408893046,265,0.09863212,0.07606666,0.4362881,0.40892193,0.38765433,0.60897344,0.13031548,0.09444243,0.073858105,0.29898402,0.88790727,0.93946403,0.52647656,0.44292235,0.50865054,0.08151823,0.9238186,0.92259115,0.998184
"Hoke County, North Carolina",-0.405707627,1090,0.05116425,0.04346666,0.13296399,0.14126395,0.44938272,0.43715188,0.16249336,0.09157869,0.41087574,0.13207547,0.13762403,0.5839796,0.5712831,0.53424656,0.4071511,0.08528721,0.8764631,0.8941055,0.99965584
"Hall County, Georgia",-0.404084522,2980,0.04624283,0.10323332,0.36426592,0.25836432,0.4148148,0.3383307,0.17466696,0.058630854,0.04741394,0.3352685,0.6046492,0.24172843,0.47454178,0.4589041,0.55824685,0.06972802,0.7391088,0.8210006,0.9998781
"Pitkin County, Colorado",-0.401269979,540,0.038310688,0.09779999,0.2603878,0.2267658,0.35555556,0.5717217,0.20024577,0.016801909,0.024359038,0.17561683,0.8856318,0.6986707,0.6639511,0.12328768,0.7785467,0.019432545,0.8309321,0.9146434,0.99852276
"Raleigh County, West Virginia",-0.400999644,2346,0.105971195,0.09236666,0.4930748,0.267658,0.49876544,0.6340318,0.11869818,0.15462896,0.21919593,0.3207547,0.73697203,0.94672525,0.6171079,0.4543379,0.4059977,0.051062107,0.95979893,0.91002417,0.999608
"Johnson County, Missouri",-0.399668582,870,0.083033256,0.09236666,0.48060942,0.32713756,0.32839507,0.5984823,0.13414742,0.2121549,0.26091236,0.32946298,0.75786304,0.8754709,0.7973524,0.5502283,0.47174165,0.058475196,0.9500473,0.8840588,0.9996084
"Jefferson County, Iowa",-0.389840178,89,0.14016394,0.06519999,0.3102493,0.24349442,0.4345679,0.56247735,0.17666449,0.049611006,0.048099805,0.29172716,0.74032617,0.9075471,0.5753564,0.42465752,0.61476356,0.28980726,0.894399,0.9281828,0.99816716
"Austin County, Texas",-0.382692272,478,0.112164065,0.03803333,0.36426592,0.30669144,0.36049384,0.46956533,0.15169545,0.1019788,0.0395941,0.29898402,0.6520771,0.3165292,0.6751527,0.44063926,0.5905421,0.23606038,0.81254333,0.9410087,0.9989415
"Cheyenne County, Nebraska",-0.382410275,56,0.22748455,0.06519999,0.5498615,0.23977695,0.6123457,0.580939,0.1590613,0.108797126,0.021473372,0.42815676,0.8978517,0.8019414,0.7209776,0.5479452,0.70818913,0.008886397,0.9415903,0.9568339,0.99711424
"Webb County, Texas",-0.381158073,5061,0.010186814,0.09779999,0.42520776,0.34758365,0.43703705,0.09017009,0.2465782,0.113020636,0.16336554,0.3164006,0.6358275,0.8261104,0.55193484,0.42237443,0.5282584,0.38027215,0.03738661,0.9028637,0.9999369
"Leon County, Texas",-0.378796358,195,0.21952425,0.048899993,0.30193907,0.2416357,0.34814814,0.5738698,0.12979718,0.17230769,0.0435491,0.08417997,0.59455895,0.5702784,0.58859473,0.43607306,0.42906573,0.13978422,0.9068494,0.89466935,0.99762434
"Boone County, Illinois",-0.375668397,1028,0.021255193,0.07606666,0.33518004,0.29182157,0.42962962,0.41414362,0.13265376,0.04120948,0.06111071,0.2946299,0.77212435,0.37385774,0.5234216,0.5068493,0.5144175,0.07408917,0.8034115,0.8872167,0.9995941
"Kandiyohi County, Minnesota",-0.373639653,894,0.10213114,0.07063332,0.43074793,0.22304833,0.4271605,0.5587826,0.18835837,0.07819176,0.04872112,0.33381712,0.85975146,0.61899614,0.62118125,0.46575344,0.6309112,0.037170827,0.8827771,0.9067826,0.99932045
"Jasper County, South Carolina",-0.372873867,471,0.07661534,0.05433333,0.16343491,0.20260224,0.34567901,0.45127636,0.11738048,0.08074534,0.06925982,0.15239477,0.19962615,0.5259526,0.4765784,0.41780823,0.47981545,0.16620559,0.84552586,0.78521687,0.99902767
"Grant County, Wisconsin",-0.371886088,421,0.11775925,0.06519999,0.13850416,0.23605949,0.5802469,0.6358465,0.14877428,0.1592734,0.03698759,0.13497823,0.93423104,0.9523136,0.7138493,0.55936074,0.6032295,0.052412868,0.96078706,0.9080229,0.99944705
"Erath County, Texas",-0.369940555,528,0.119291276,0.05976666,0.3504155,0.21933086,0.22469136,0.5332416,0.16995233,0.14835902,0.045174066,0.574746,0.66863894,0.40421045,0.7148676,0.4086758,0.561707,0.084702015,0.83353263,0.85324407,0.99937016
"Yellowstone County, Montana",-0.366264432,2262,0.05122346,0.10866666,0.4695291,0.34758365,0.50864196,0.592933,0.12304238,0.05160859,0.11717205,0.4383164,0.7771749,0.8255306,0.66700613,0.4931507,0.6459054,0.063742936,0.95597845,0.86632645,0.9998176
"Potter County, Pennsylvania",-0.365665764,285,0.17214751,0.03803333,0.34487534,0.23605949,0.32098764,0.6203498,0.17820379,0.10417242,0.026990548,0.3701016,0.9476342,0.96504945,0.55193484,0.5,0.42906573,0.1529519,0.9730906,0.923542,0.9980163
"Williams County, Ohio",-0.364148988,585,0.11832043,0.07606666,0.3767313,0.31040892,0.39506173,0.5917177,0.16619664,0.04277954,0.035871178,0.35268506,0.91690254,0.86597407,0.5855397,0.5890411,0.4936563,0.087188005,0.970907,0.9274997,0.99926543
"Knox County, Ohio",-0.363874532,635,0.11469136,0.09779999,0.41135734,0.28996283,0.38271606,0.5842193,0.1894245,0.07000745,0.04383217,0.4455733,0.92119086,0.95124125,0.65580446,0.55251145,0.5397924,0.018338501,0.944436,0.9151503,0.9995592
"Coles County, Illinois",-0.36363832,661,0.07897397,0.07063332,0.36842105,0.2732342,0.31111112,0.6768576,0.16463903,0.26675117,0.031160733,0.5544267,0.84096605,0.9137571,0.78716904,0.3584475,0.42560554,0.010918915,0.95796686,0.8654699,0.9995403
"Taney County, Missouri",-0.362468344,2639,0.08505336,0.07063332,0.44182825,0.3550186,0.29135802,0.5932896,0.10734732,0.04736596,0.04204042,0.36139333,0.8456459,0.8285116,0.7372709,0.43150687,0.53287196,0.028712153,0.94816184,0.84198684,0.99933445
"Berkshire County, Massachusetts",-0.360689479,1808,0.052103657,0.10323332,0.5193906,0.38847584,0.43209878,0.6365804,0.18082,0.07360918,0.045957115,0.43251088,0.830161,0.87765914,0.6476579,0.41780823,0.5201846,0.054933965,0.92673516,0.93347186,0.99974215
"San Jacinto County, Texas",-0.360248134,609,0.078472584,0.07063332,0.5692521,0.4275093,0.3308642,0.55532324,0.17791897,0.13720478,0.035054952,0.23512337,0.6556162,0.6474334,0.5386965,0.46803653,0.36793542,0.000368059,0.9275118,0.78313243,0.9987093
"Lamoille County, Vermont",-0.359520874,338,0.06288496,0.07606666,0.55401665,0.28996283,0.43703705,0.6039704,0.14806628,0.1019656,0.07499907,0.24383163,0.9214381,0.948112,0.69959265,0.48401827,0.65282583,0.1974287,0.95565724,0.9111821,0.9990099
"Laurens County, South Carolina",-0.359242427,1289,0.1611288,0.06519999,0.20498616,0.22304833,0.28641975,0.58297867,0.11489306,0.11437649,0.040159658,0.21480407,0.44341314,0.8563688,0.5407332,0.5228311,0.4059977,0.058055222,0.9561309,0.8978386,0.9995817
"Crawford County, Kansas",-0.358736442,1114,0.103235856,0.081499994,0.36149585,0.25836432,0.31358024,0.5917197,0.18203528,0.17525546,0.037674155,0.4455733,0.80288327,0.8350539,0.7922607,0.42237443,0.527105,0.000147223,0.94196886,0.89977324,0.99935097
"Tom Green County, Texas",-0.358049285,2012,0.06581961,0.09236666,0.37811634,0.2732342,0.36790124,0.5455711,0.17890967,0.11238788,0.12573871,0.1509434,0.61711717,0.09015417,0.7046843,0.456621,0.5132641,0.038494587,0.7406683,0.8569768,0.9997644
"Kenosha County, Wisconsin",-0.355281239,2137,0.020034311,0.09236666,0.33102494,0.29553902,0.39259258,0.5098385,0.15651584,0.04138624,0.07339,0.3628447,0.63918567,0.60912263,0.67617106,0.5022831,0.56401384,0.069770575,0.8822523,0.9215788,0.99987346
"Camden County, Georgia",-0.355171283,1381,0.076041564,0.081499994,0.30886427,0.26579925,0.3234568,0.540264,0.20964451,0.07891566,0.48315015,0.3889695,0.47309256,0.8112161,0.70162934,0.5502283,0.44059977,0.28304225,0.94496214,0.9033987,0.9996338
"Jefferson County, Illinois",-0.353558078,774,0.16501419,0.09779999,0.31855956,0.330855,0.3308642,0.6225702,0.16903795,0.08364701,0.052882206,0.27285922,0.7208367,0.91945004,0.62118125,0.43607306,0.4463668,0.14352399,0.96754146,0.82131886,0.99924284
"Washington County, Oregon",-0.353305619,6595,0.017134951,0.10866666,0.38781163,0.30855018,0.39259258,0.41647995,0.12715802,0.049656093,0.06370976,0.40638608,0.49841923,0.48913652,0.67107946,0.520548,0.6032295,0.050037146,0.7635972,0.9201988,0.9999624
"Sussex County, Delaware",-0.35106189,3808,0.066732876,0.08693332,0.11495845,0.10037175,0.26419753,0.5858911,0.09865325,0.16121109,0.05178757,0.3149492,0.5357585,0.7088547,0.5315682,0.4954338,0.47750866,0.07255942,0.9003864,0.91841424,0.99980074
"Taylor County, Texas",-0.346039686,1430,0.08833965,0.08693332,0.2299169,0.26579925,0.40246913,0.54783875,0.15250772,0.1477684,0.12751259,0.33962265,0.5616482,0.3270076,0.74745417,0.4474886,0.5536332,0.014899969,0.849165,0.82564116,0.99981296
"Barnstable County, Massachusetts",-0.345798691,4017,0.026559068,0.10866666,0.68836564,0.45167285,0.46419752,0.6568456,0.1982671,0.055704422,0.09461688,0.59216255,0.84592396,0.91824216,0.65784115,0.46118724,0.51672435,0.0485425,0.9220346,0.96004856,0.9997987
"Middlesex County, Virginia",-0.341997824,67,0.09730168,0.02173333,0.57894737,0.38475835,0.41728395,0.71348864,0.25956583,0.11022965,0.08573061,0.38026124,0.5676941,0.9536475,0.5814664,0.46347034,0.49596307,0.049916506,0.9814136,0.9433625,0.9956936
"Rio Arriba County, New Mexico",-0.33981286,498,0.1270022,0.06519999,0.36565098,0.21561338,0.3234568,0.50854,0.29548758,0.23567215,0.52919394,0.26124817,0.4651832,0.17927545,0.5142566,0.4931507,0.44405997,0.06739658,0.34744033,0.77772063,0.9993534
"Sheboygan County, Wisconsin",-0.336379239,1273,0.05503878,0.09236666,0.5152355,0.2732342,0.5308642,0.55799824,0.13901274,0.023653353,0.029829271,0.24528302,0.7550987,0.80409205,0.67820776,0.586758,0.6251442,0.15550238,0.90390915,0.9465873,0.9997722
"Callaway County, Missouri",-0.336110259,1121,0.08922489,0.06519999,0.27700832,0.28624535,0.35555556,0.6008261,0.15772541,0.31758016,0.07963491,0.26415095,0.8058637,0.93130934,0.5753564,0.5502283,0.55824685,0.060807943,0.9792586,0.9005253,0.9994938
"Stanly County, North Carolina",-0.334763,1289,0.15197851,0.07063332,0.45290858,0.23791821,0.64444447,0.58803463,0.17276561,0.14456183,0.03333266,0.2946299,0.63246953,0.8673036,0.65580446,0.51826483,0.45559397,0.12952745,0.94026744,0.93596053,0.9995153
"Saline County, Missouri",-0.334410227,367,0.20285857,0.02173333,0.466759,0.21933086,0.4617284,0.5545671,0.14137813,0.1518295,0.054517068,0.22786647,0.68947375,0.71611094,0.63441956,0.55251145,0.53171855,0.08180082,0.91503125,0.9138212,0.99874014
"Dickinson County, Iowa",-0.333882457,416,0.08449929,0.07606666,0.57202214,0.30669144,0.50864196,0.67829096,0.17821123,0.103233,0.04400246,0.39912918,0.9459862,0.96361345,0.790224,0.5068493,0.60438293,0.14291465,0.9745423,0.90769565,0.9976279
"Itasca County, Minnesota",-0.333598754,1461,0.1281753,0.081499994,0.19806094,0.25092936,0.34814814,0.6306569,0.21678595,0.0935891,0.067219645,0.16255443,0.8495569,0.9599934,0.71588594,0.543379,0.4636678,0.0768702,0.9709153,0.9340891,0.99923116
"Columbia County, Oregon",-0.331612517,869,0.075562775,0.08693332,0.3531856,0.35873607,0.48395061,0.5687785,0.20612326,0.051983714,0.07908847,0.33817127,0.8496259,0.8453668,0.65580446,0.6050228,0.43021917,0.10189921,0.95398223,0.91262054,0.9994557
"Polk County, Iowa",-0.330785652,6833,0.03834318,0.10866666,0.23130193,0.21747212,0.3530864,0.502967,0.12828453,0.081789486,0.072732136,0.27285922,0.65611285,0.7383045,0.6843177,0.48630136,0.6793541,0.045469105,0.8790524,0.91607064,0.99995005
"Chelan County, Washington",-0.328050622,1202,0.0671875,0.07606666,0.4293629,0.30483273,0.45185184,0.459137,0.19223838,0.11583998,0.08583439,0.38751814,0.74669504,0.26239616,0.5916497,0.48630136,0.527105,0.10266,0.77529776,0.8932035,0.9995897
"Jefferson County, Montana",-0.327150144,109,0.10521457,0.04346666,0.533241,0.23791821,0.5407407,0.6012488,0.18711288,0.4198335,0.18614142,0.35123366,0.8882157,0.9279109,0.48065174,0.56621003,0.58823526,0.13977677,0.97275364,0.9063709,0.99759907
"Cape Girardeau County, Missouri",-0.326321593,655,0.08250432,0.09236666,0.40304708,0.31040892,0.4,0.6122649,0.11752518,0.14030482,0.040260825,0.4455733,0.75793934,0.92458296,0.7138493,0.4931507,0.5824683,0.040761232,0.96256524,0.8953207,0.9996464
"Mitchell County, North Carolina",-0.326319449,230,0.25804737,0.05433333,0.16066483,0.2063197,0.5012346,0.6592708,0.19370618,0.1530408,0.028236631,0.03773585,0.9102593,0.8688901,0.7118126,0.47488582,0.3956171,0.008798361,0.96128815,0.8943145,0.99759233
"DeSoto County, Florida",-0.320978689,783,0.09002863,0.05976666,0.27839336,0.27137548,0.30123457,0.37977982,0.1964137,0.12540843,0.013337191,0.2467344,0.49357843,0.17521107,0.1934827,0.5091324,0.35178775,0.10539079,0.70345926,0.87197584,0.99908173
"Kanawha County, West Virginia",-0.31996117,3465,0.11000185,0.10866666,0.42520776,0.26579925,0.43950617,0.6455674,0.15863948,0.19298922,0.10967289,0.36865023,0.7463528,0.9616347,0.601833,0.42237443,0.5017301,0.05431086,0.97779155,0.88778037,0.99983823
"Adams County, Ohio",-0.318747157,364,0.18633701,0.05433333,0.18282549,0.21747212,0.28641975,0.57568234,0.20742087,0.07297886,0.08237531,0.16690856,0.9448141,0.966965,0.5804481,0.4086758,0.355248,0.161605,0.9684964,0.8736636,0.9990188
"Tangipahoa Parish, Louisiana",-0.317823127,5413,0.08212192,0.07606666,0.42105263,0.21933086,0.34814814,0.5578851,0.17079467,0.15639329,0.078870624,0.2539913,0.4034562,0.8783489,0.55906314,0.39269406,0.43483275,0.107206404,0.94583845,0.9260811,0.99980783
"Porter County, Indiana",-0.316857321,3502,0.029640095,0.09779999,0.35180056,0.42193308,0.47654322,0.5706839,0.14994456,0.05214862,0.0466927,0.32510886,0.8153596,0.71067023,0.6568228,0.53881276,0.5547866,0.17401338,0.9231492,0.9144597,0.99985224
"Woodruff County, Arkansas",-0.316207732,116,0.25371683,0.02173333,0.22853185,0.14869888,0.35555556,0.6136981,0.18689366,0.16645162,0.11317622,0.18722786,0.43059134,0.9851323,0.51221997,0.3082192,0.42445216,0.030473053,0.99778634,0.7513156,0.9955893
"Humphreys County, Tennessee",-0.315931234,481,0.21597502,0.048899993,0.2700831,0.2881041,0.31851852,0.5994053,0.25444412,0.06260423,0.12530956,0.29317853,0.8851483,0.949397,0.5824847,0.55707765,0.4532872,0.000177205,0.9884792,0.8976633,0.9982694
"Summit County, Colorado",-0.315827032,881,0.040626988,0.08693332,0.58864266,0.28996283,0.5407407,0.54541373,0.1588849,0.042021453,0.037915792,0.29898402,0.8336305,0.54668784,0.6568228,0.5730593,0.7981546,0.039634705,0.84087193,0.947972,0.99936414
"St. John the Baptist Parish, Louisiana",-0.314759576,1250,0.011278927,0.048899993,0.41274238,0.33271375,0.4074074,0.51039743,0.17015001,0.059670094,0.070530675,0.20609578,0.30979806,0.82387996,0.5529532,0.5114155,0.51095736,0.026204407,0.93017596,0.8248755,0.99959016
"Hood River County, Oregon",-0.314663087,219,0.08496397,0.081499994,0.58448756,0.15055762,0.75308645,0.31890637,0.19323166,0.028718313,0.09081995,0.36865023,0.6905144,0.1866628,0.6171079,0.5479452,0.6597462,0.2078278,0.7183548,0.8944037,0.9989665
"Menard County, Illinois",-0.314396585,261,0.13773733,0.03803333,0.4362881,0.3401487,0.39753085,0.60463613,0.16171704,0.24958353,0.06581417,0.3091437,0.98702,0.96782714,0.70875764,0.61187214,0.6516724,0.017347276,0.9867783,0.93517596,0.99770635
